"Code.Class"	"Name"	"Accession"	"X20140224_il10_brains_custom2_01.RCC"	"X20140224_il10_brains_custom2_02.RCC"	"X20140224_il10_brains_custom2_03.RCC"	"X20140224_il10_brains_custom2_04.RCC"	"X20140224_il10_brains_custom2_05.RCC"	"X20140224_il10_brains_custom2_06.RCC"	"X20140224_il10_brains_custom2_07.RCC"	"X20140224_il10_brains_custom2_08.RCC"	"X20140224_il10_brains_custom2_09.RCC"	"X20140224_il10_brains_custom2_10.RCC"	"X20140224_il10_brains_custom2_11.RCC"	"X20140224_il10_brains_custom2_12.RCC"	"X20140319_il1ntg_c.2exp3_03.RCC"	"X20140319_il1ntg_c.2exp3_04.RCC"	"X20140319_il1ntg_c.2exp3_05.RCC"	"X20140319_il1ntg_c.2exp3_06.RCC"	"X20140319_il1ntg_c.2exp3_07.RCC"	"X20140319_il1ntg_c.2exp3_08.RCC"	"X20140319_il1ntg_c.2exp3_09.RCC"	"X20140319_il1ntg_c.2exp3_11.RCC"	"X20140319_il1ntg_c.2exp3_12.RCC"	"X20140321_old_mice_bri42.crnd8_07.RCC"	"X20140321_old_mice_bri42.crnd8_08.RCC"	"X20140321_old_mice_bri42.crnd8_09.RCC"	"X20140321_old_mice_bri42.crnd8_10.RCC"	"X20140321_old_mice_bri42.crnd8_11.RCC"	"X20140321_old_mice_bri42.crnd8_12.RCC"
"Clu/ApoJ"	"Endogenous"	"Clu/ApoJ"	"NM_013492.2"	12108.2078357387	11100.9616641022	10548.7703207154	9435.58456150752	8962.31677167676	9161.82821575938	12039.7500616479	11930.3035334765	11085.9297333423	9306.72870270192	9476.60763914238	9214.27745327474	11418.8114960138	9771.55255425132	9434.04793468781	9050.89556979021	9508.78346680281	8794.51381730364	9439.75394343348	9508.61684865352	8976.99072300977	11391.4730910926	11007.7654181896	12081.2064071146	7847.97933788573	8019.47301519383	8672.99261433673
"Connexin47"	"Endogenous"	"Connexin47"	"NM_080454.3"	88.4241970102617	117.274211646589	91.3387367727819	110.682558563628	120.395960211939	122.710034966236	125.651895493375	148.636715984047	77.9417626852508	138.391502675777	62.8488389495632	124.469191553738	91.1029088107761	44.8154007268387	102.345059541758	78.8141838391479	117.059999005601	97.0845465562571	117.749714355564	164.201195030726	113.984370266678	171.39813510132	115.137593331433	136.916618988455	163.562663821257	199.070552059065	258.60862630404
"Creb1"	"Endogenous"	"Creb1"	"NM_001037726.1"	194.990777725223	176.086221803516	171.861310067285	195.612772976242	208.763620524738	178.203108103834	166.104784434419	193.869631843374	195.861726470517	217.516689141012	173.437750938521	181.186778785304	191.525857278888	183.485787844296	205.097796987975	222.0177677883	185.259443255241	162.698993432433	165.473285494188	171.605644835499	155.047469494751	242.213674355287	218.715485856883	235.670565149068	243.747881289756	205.382927927282	163.27662245159
"Crp"	"Endogenous"	"Crp"	"NM_007768.4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Csf1"	"Endogenous"	"Csf1"	"NM_001113530.1"	117.150840507338	128.165324638613	196.368180200395	119.393349785434	98.3040451337393	105.514998219375	137.932236779049	163.714354603823	112.999049216006	103.921124413695	93.18739002618	119.253781233594	111.187498504398	75.9454876307576	84.8019092460624	69.7697469581488	109.360061751609	97.0845465562571	112.447095340161	88.9226220155399	115.30898637081	234.599100241957	204.277355383638	219.211574122299	126.507373930511	120.165853706345	146.498189773558
"Csf1R/cd115"	"Endogenous"	"Csf1R/cd115"	"NM_001037859.2"	184.797452613357	291.532019518964	266.387809152136	218.478599933484	208.027223355465	197.742922588903	181.274617787311	214.22444398007	278.724403725029	249.63681433977	211.605605518781	209.219609256078	223.661200788684	155.185708840733	134.925195805193	104.440088335312	235.859030924329	200.192963075962	144.262809432578	128.413020974326	115.30898637081	445.52280318119	417.082843663198	444.699751189032	234.028460990544	239.469757615657	189.206927499456
"Ctsb"	"Endogenous"	"Ctsb"	"NM_007798.2"	289.510701489798	275.195350030928	238.37995757144	231.544786766193	229.382741264391	247.764847670681	273.015990921466	332.583907145307	316.968716304034	251.987067403094	235.09351602971	220.302356186384	227.678118727408	203.29584314679	172.51766072454	184.33261411747	282.058654448279	194.334530319161	223.802094663618	201.223444054588	204.058265347612	379.276008395221	324.176612791886	377.21788797928	280.195707411801	301.962278711011	263.947218519777
"Ctsc"	"Endogenous"	"Ctsc"	"NM_009982.4"	206.11076875635	421.136264124042	413.429029950794	80.194789287305	101.986030980106	67.9985544080418	279.517348072706	410.23374603715	377.522211220793	85.902517594879	96.1233788400462	94.4805822129094	380.321000398938	81.6055034314701	96.0796487218667	77.3067776923147	346.958125589065	233.00018651405	239.709951709826	70.4114975036089	91.4658964964447	156.168986874661	135.853171836523	158.313307323254	62.116214448232	53.2546695032383	83.9603952463507
"Ctsd"	"Endogenous"	"Ctsd"	"NM_009983.2"	5222.15338971362	6558.27843512922	6291.57688044952	4976.7483048453	4155.11605066049	4569.97181176805	4818.90938567137	7070.78060632291	5919.76050912831	4915.67256272529	5798.79231830605	4607.76628800754	7695.12856681621	3737.97571069176	3426.77204057606	3214.21896925215	5563.11561965025	4766.25545372699	6109.7092017606	2945.80617169023	3498.37851632237	7342.80403503524	7056.73962694609	8649.5067780333	3033.82897093229	3055.42063242752	3460.23864368474
"Cxcl10"	"Endogenous"	"Cxcl10"	"NM_021274.1"	5.95093019607415	30.1453077104023	24.8200892686272	5.06421499922368	0.363221620386921	0	14.4064509055015	34.0466624737548	11.0142156719915	4.42707806632053	0	0.603196450317142	2.73071415883758	0	19.6416367191932	1.93647035065592	31.2606981754087	18.5815476151182	22.3025720783159	0	0	53.3722363447098	24.1145968696749	21.7036818010728	3.79969265296013	0	1.59354391783348
"Cxcl5"	"Endogenous"	"Cxcl5"	"NM_009141.2"	0	17.0759721199742	0	12.6861573183044	13.6183706673068	14.06866642925	11.5169588382841	0.875857510248975	7.82718962374104	8.34416650519353	0.214410920418817	8.42631193053316	0	8.02529802220728	8.36389724338892	9.47350108482179	10.3608684860028	0	0	0.0692243582709162	5.36584972790472	48.042034465379	24.1145968696749	41.4544710331954	15.3415042582744	4.01813773114108	7.69479216439031
"Cxcl8"	"Endogenous"	"Cxcl8"	"NM_011339.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cxcl9"	"Endogenous"	"Cxcl9"	"NM_008599.4"	15.2175893886795	63.9077579856748	35.3230336113885	0	0	1.56318515880556	16.5735699559147	46.108773369575	55.6325803474977	0	0	0	30.8491397299089	13.6853138229198	35.9317048509105	4.95128264432227	91.7602051710571	30.298413128721	38.2104291245239	0	0	8.44624907606456	0	6.89058987698087	0.76237380945639	0.230712210210524	0
"Cxcr4"	"Endogenous"	"Cxcr4"	"NM_009911.3"	29.1175781775875	30.1453077104023	24.8200892686272	14.863855123756	11.4091791594868	14.06866642925	21.6301810735453	43.09324564562	42.8844761544959	13.8280903196157	9.02237736201725	3.86282790040715	2.73071415883758	16.5153217232761	14.6293080632802	20.025344112654	0.460949159442179	8.03636865287561	0	0	14.6381624568244	17.5837380120602	12.8151904123532	6.89058987698087	9.87433033996762	5.91185049160636	6.93213613357071
"Dock2"	"Endogenous"	"Dock2"	"NM_033374.3"	8.73092795385575	9.45219302555784	3.81420058310466	0	2.5724131282069	1.56318515880556	0.681363586218491	9.16855875112542	4.6401635754906	0	7.06505148610649	0.603196450317142	0	2.36528222149476	0	0	11.4608595222874	6.86468210151533	1.09209601670512	0	0	7.68479166473159	17.2094040346449	8.53648897965776	5.01462019036163	0	5.4068240719315
"Drp1"	"Endogenous"	"Drp1"	"NM_001025947.1"	1041.03676201009	1118.16749561354	1180.14396697237	1142.9113183477	1160.18876322588	1044.20768608211	1136.97411901949	1072.14208144529	1193.40087957291	1052.63994430874	1122.74080075524	1130.39145705151	1127.46773700169	1205.11863987291	1237.63750010606	1156.60957882487	1129.05175238736	1214.87351655397	1056.31328008184	1194.65379286155	1091.55105511564	951.891981717615	1011.55717227896	1024.0562353313	1041.34780959384	1060.07862048394	1082.27713958921
"ECE1"	"Endogenous"	"ECE1"	"NM_199307.2"	184.797452613357	178.26444440192	189.36621730522	189.079679559887	178.571336584532	157.881701039361	208.724792425877	211.962798187104	211.796856711769	212.03276532659	204.754964953094	200.744567485844	171.441267585266	172.165756242871	159.986839084758	161.721521914973	144.559774912714	162.698993432433	202.591618602007	219.734568566519	148.424388974094	221.654324249296	222.48195467599	229.08696873836	271.08375088129	216.745204490074	202.172080023389
"ECE2"	"Endogenous"	"ECE2"	"NM_177942.1"	205.184102837089	325.294469794236	325.904493761117	289.253778610662	344.26069967103	314.200216919917	380.649570425318	309.213567284655	393.457341462045	338.946430746075	318.279865755918	348.079909029912	275.881133992102	409.886419872797	365.492313977191	301.910293570458	282.058654448279	332.593543379674	308.643998910061	307.353891256326	341.818340177276	350.340626764568	332.965040036469	280.109840921344	299.027084241524	290.60000214822	463.763098594514
"FTL"	"Endogenous"	"FTL"	"NM_000146.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FTL-2"	"Endogenous"	"FTL-2"	"NM_010240.2"	1193.00997276882	1199.85084305371	1225.656725791	986.117076355184	948.842775644431	970.737983618252	991.777142641815	1228.94952309095	1113.72522836665	945.311721083615	935.816179605764	1086.71239562031	1135.50157287914	817.407557524099	890.533740684079	843.069100283568	865.053903679073	899.689834238051	1040.40542303563	862.687626614258	822.653985976969	1838.98986592053	1769.87289452588	1782.81572166534	1527.92628832314	1365.59761250567	1308.78598074263
"FcRn"	"Endogenous"	"FcRn"	"NM_010189.3"	58.7708875939246	75.8879822769005	112.344625458304	80.194789287305	85.0488960868194	77.3776653608751	103.258331972439	129.03578577834	77.9417626852508	92.1698590970758	86.3367494604924	99.6959925330534	163.407431707817	98.5855508336077	88.5611557379972	119.514149803644	103.860106570187	118.174904480742	123.052333370967	83.9863221456917	82.193583767525	76.215958684699	67.4289882894082	87.5396459081482	79.125199971853	57.6733326109906	89.298987462088
"Fcer1g"	"Endogenous"	"Fcer1g"	"NM_010185.4"	67.1108808672694	80.2444274737098	80.8357924300206	31.1965886646433	19.5095480214934	26.5741476996945	65.6949350986119	138.836250881193	106.624997119505	43.5979624550505	39.3609284386341	37.1110686913252	103.153662626949	33.4953691254137	32.1724583589757	12.4883133784881	84.0602679170655	67.7923827722501	107.144476324759	5.00552422811919	23.9104751857441	81.5461605640297	68.6844778957773	74.3724530867331	28.7057071696908	21.0615525753286	38.2010333971745
"FcgRI"	"Endogenous"	"FcgRI"	"NM_010186.5"	95.837524364346	137.967326331434	98.3406996679561	30.1077397619175	18.0367536829467	34.3900734937223	90.9779906867649	159.944944948879	81.1287887335013	33.4135325139807	38.3822655006787	38.4149212713613	163.407431707817	41.9853928264824	28.413211867041	0	122.559954187024	98.2562331076174	112.447095340161	16.1121989352778	6.6904658320361	52.6107789333769	41.0637065556575	34.8708746224879	24.4534607887856	7.17432566524987	24.4732248424216
"FcgRIII"	"Endogenous"	"FcgRIII"	"NM_010188.5"	88.4241970102617	106.383098654566	87.8377553251948	47.5293222055305	39.3922715918732	52.3667028199862	83.0318875019168	128.281903847351	122.560127360757	36.5472032650791	53.0622095700094	59.2765625519373	155.373595830368	56.1354323282638	48.462526490693	32.0845932873194	80.7602948082119	105.286352415779	91.2366192785507	23.5166487400502	26.5597073940069	67.8399271600363	64.91800907667	85.8937468054713	31.1355622444938	24.8489780962591	39.7263454588137
"FcgRIIb"	"Endogenous"	"FcgRIIb"	"NM_001077189.1"	428.510589378878	572.522734713167	301.397623628007	109.593709660902	98.3040451337393	77.3776653608751	406.654999030275	730.633566707376	721.721024431841	139.174920363552	121.568615226886	111.430665753377	697.657517558172	109.905582435033	108.610470361649	80.321589985981	344.758143516496	682.927822236399	462.419950356739	80.2840972433055	91.4658964964447	253.635535525281	169.123646405304	207.690280403561	73.0505622848455	69.0356091737822	106.840076170939
"FcgRIV"	"Endogenous"	"FcgRIV"	"NM_144559.1"	111.590844991775	144.501994126648	77.3348109824336	6.1530639019495	0	1.56318515880556	94.5898557707867	313.736858870588	154.430387843261	2.07682500299673	0	0	187.508939340163	8.02529802220728	24.6539653751062	12.4883133784881	118.159990041886	148.63875481611	149.56542844798	3.77144926065712	2.71661751964195	16.0608231893943	6.53774238050774	5.24469077430399	1.97730134685789	0.230712210210524	1.59354391783348
"Fcrls"	"Endogenous"	"Fcrls"	"NM_030707.3"	131.977495215507	184.799112197134	315.401549418356	61.6843579409661	71.7937470398995	118.02047948982	166.104784434419	267.750061080273	173.552544132764	32.6301148262061	30.5529619970356	95.1325085029274	54.9506473622558	33.4953691254137	39.6909513428453	62.2327162239829	76.3603306630739	117.003217929382	96.5392382939534	6.23959919558126	72.9212710386053	299.322980205259	171.634625618042	57.9134620599643	113.750634787796	45.0485808745554	57.2674341676646
"Flii"	"Endogenous"	"Flii"	"NM_022009.1"	195.917443644484	215.2942285748	252.383883361788	208.678959808951	252.947450681138	208.685218700542	215.948522593921	245.13360315061	208.609830663519	259.037826593066	198.882987325361	240.512071176942	239.728872543582	217.445882648571	185.048482364323	172.273364942805	175.35952392868	201.364649627322	276.828284817645	188.882694379968	222.602890805452	319.120872899917	304.716523893165	288.339336434728	322.718171220853	267.244211435815	302.080020060757
"Fos"	"Endogenous"	"Fos"	"NM_010234.2"	9.65759387311629	23.6106399151882	31.8220521638014	61.6843579409661	51.1746263002464	89.8831466313196	21.6301810735453	49.1243010935301	20.5752938167428	92.9532767848504	16.8516808656603	84.7016878626394	26.8322217911844	95.7555429332515	30.9193761949975	42.6364363151516	77.4603216993584	31.4700996800813	38.2104291245239	79.0500222758434	42.4551006435835	51.8493215220439	161.590708767089	202.75258309553	242.532953752354	319.005693555199	189.206927499456
"GBA"	"Endogenous"	"GBA"	"NM_001077411.1"	94.9108584450854	96.5810969617449	112.344625458304	76.9282425791275	127.023534735399	106.296590798778	102.535958955635	113.958147158564	100.250945023004	104.704542101469	66.7634907013847	81.4420564125494	115.204416443123	90.0955271325389	102.345059541758	130.065992831476	82.960276880781	92.397800350816	59.4209051861346	75.3477973734572	112.659754162547	144.747125704666	142.758364671553	128.68712347507	145.338750760235	134.053080616423	130.482413126347
"GFAP"	"Endogenous"	"GFAP"	"NM_001131020.1"	1392.24314540983	1232.52418202978	1180.14396697237	840.211323389925	608.627283440154	669.043247968779	1199.82057148147	1887.08844884415	1231.64519215191	808.997043410835	753.784873146062	789.434007372099	1356.43205950899	483.46662528206	439.424161651908	329.043604213455	588.956153571659	518.891705045959	865.418995527342	396.207288913595	806.758592727392	2122.25202293639	2072.44588966083	2595.88987838772	355.521214730694	365.717274980009	588.076031618109
"GRIN2a"	"Endogenous"	"GRIN2a"	"NM_008170.2"	483.183878615249	546.384063532311	479.947677454949	718.260246284633	643.237950396	483.024214070918	582.191642113737	579.857180509623	447.636784282302	628.810975222677	588.390836631603	473.901683003387	496.811620621948	514.596712185979	512.102927162647	592.839679909261	491.056951342337	520.063391597319	568.472330664792	554.16888474874	494.149192152386	811.022360621016	705.845453128086	724.502598644102	816.586215174562	782.965319869192	700.186468148591
"GRN"	"Endogenous"	"GRN"	"NM_002087.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GRN-2"	"Endogenous"	"GRN-2"	"NM_008175.3"	596.237120765035	742.424097388732	619.986935358433	522.267443793986	479.757778817322	494.748102761959	582.914015130542	750.234496913084	514.564331295562	552.819459508541	535.543037982012	531.923122814989	693.640599619447	384.41634876959	385.541628600843	303.417699717291	612.055965333634	491.942914364673	568.472330664792	436.931762839844	425.269154737554	828.535881081674	776.152871084755	923.656390068005	463.042301790726	499.539643386222	454.611226224678
"Gls"	"Endogenous"	"Gls"	"NM_001081081.2"	2052.95594584259	2190.94212532784	2342.46980757128	2414.68683673146	2648.44744232727	2376.82303396385	2335.39095389795	2340.92537129938	2184.56598057879	2355.4635590779	2220.80061714118	2121.31941787888	2300.40777510924	2430.51206072717	2435.58404886927	2480.1121757444	2494.14062841644	2473.26487271491	2339.54708180929	2448.47395980302	2341.98865741567	2001.94175194578	2137.10360438884	2018.17929334813	2288.47092673648	2246.17404612203	2160.67276716813
"Gusb"	"Endogenous"	"Gusb"	"NM_010368.1"	103.25085171843	145.59110542585	161.358365724524	72.5728469682243	82.1033074097261	90.6647392107224	117.705792308527	138.082368950205	122.560127360757	105.487959789244	101.016693529823	84.0497615726214	147.339759952919	41.9853928264824	53.474855146606	53.1882793429839	77.4603216993584	102.942979313059	91.2366192785507	39.5596233170572	66.2981905179484	143.985668293333	129.575723804678	125.395325269717	56.6490405299253	58.9358077846341	69.4699306607782
"H2-Eb1"	"Endogenous"	"H2-Eb1"	"NM_010382.2"	15.2175893886795	76.9770935761028	59.8299037444981	5.06421499922368	0	0	71.4739192330469	154.667771431958	90.6898668782526	0	0	0	67.0014011784292	8.02529802220728	24.6539653751062	0	65.3604203002287	34.9851593341621	59.4209051861346	0	0	0.831674962734858	9.67646639643045	11.8282871850115	4.40715642166088	0	6.1694801027511
"H2Ea"	"Endogenous"	"H2Ea"	"NM_010381.2"	73.5975423020932	586.681181602797	262.886827704549	0	9.19998765166683	7.81592579402779	273.738363938271	888.194890284029	14.2012417202419	3.64366037854593	2.17173679632958	6.47053306047916	444.59168741853	81.6055034314701	96.0796487218667	0	741.854907615207	0	441.209474295128	0	1.39200141551057	72.4086716280341	27.8810656887821	23.3495809037497	12.3041854147706	16.0116518807545	0
"HO-1"	"Endogenous"	"HO-1"	"NM_010442.2"	25.4109145005454	34.5017529072116	42.3249965065627	29.0188908591916	16.5639593444001	28.9189254379028	37.5223874432414	53.6475926794627	46.0715022027464	28.7130263873331	11.9583661758834	22.7686903109292	50.9337294235313	16.5153217232761	12.1231437353237	17.0105318189877	47.7605637196764	9.2080552042359	27.6051910937185	19.814423837664	18.6120107692186	66.3170123373703	63.0347746671164	74.3724530867331	29.3131709383916	19.1678398148633	32.0997851506176
"Hck"	"Endogenous"	"Hck"	"NM_001172117.1"	13.3642575501584	17.0759721199742	35.3230336113885	0.708819388320414	0	4.68955547641668	7.18272073745783	20.4767877159569	14.2012417202419	6.77733112964433	0.214410920418817	1.90704903035314	0	2.36528222149476	0	0	12.5608505585719	4.52130899879476	0	0	0	9.20770648739754	4.02676316776958	1.95289256895022	3.19222888425938	0.230712210210524	0.830887887013876
"Hspb1"	"Endogenous"	"Hspb1"	"NM_013560.2"	51.3575602398403	63.9077579856748	63.3308851920852	60.5955090382403	58.5385979929797	43.7691844465556	36.0776414096327	65.709703575283	33.3233980097446	47.5150508939235	38.3822655006787	49.4976682016673	50.9337294235313	95.7555429332515	77.2834162621929	48.6660609024844	58.7604740825216	47.8737113991252	64.7235242015373	65.4751976337606	39.8058684353207	76.9774160960319	86.889077188129	66.1429575733487	70.6207072100425	68.4043715869605	61.0807143217626
"Hspb2"	"Endogenous"	"Hspb2"	"NM_024441.2"	0	0.739302631939131	0	0	0.363221620386921	6.25274063522223	4.29322867024035	2.38362137222651	4.6401635754906	5.21049575409513	7.06505148610649	5.16668048044316	0	0	2.09848642349766	0	0	1.00624934471391	0	0.0692243582709162	0	1.59313237406783	0.260294348662332	1.95289256895022	0.76237380945639	6.54308807842811	4.6441680411119
"IDE"	"Endogenous"	"IDE"	"NM_031156.2"	212.597430191173	244.700233653263	259.385846256962	276.187591777952	263.257011050964	232.132996082625	262.902768686205	239.856429633688	291.472507918031	259.037826593066	247.81613422313	244.42362891705	316.050313379347	305.176127559615	302.838205778278	283.82141980846	274.358717194287	290.412827530704	218.499475648215	288.842766744395	267.639838345919	230.791813185292	238.175574755603	186.293592068761	239.495634908851	235.682332094727	254.795346149942
"IFIH1"	"Endogenous"	"IFIH1"	"NM_001164477.1"	21.7042508235032	36.6799755056163	14.3171449258659	19.2192507346593	18.7731508522201	15.6318515880556	25.9644191743715	52.1398288174852	30.1363719614942	20.8788495095871	15.8730179277049	21.4648377308932	54.9506473622558	30.6653612250574	22.1478010471497	13.9957195253213	45.5605816471074	46.702024847765	27.6051910937185	13.6440490003537	17.2873946650872	27.4826843593888	9.67646639643045	23.3495809037497	9.87433033996762	14.1179391202892	26.7611929348804
"IFN-gamma"	"Endogenous"	"IFN-gamma"	"NM_008337.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IGF1"	"Endogenous"	"IGF1"	"NM_001111274.1"	16.14425530794	12.7195269231649	0.313219135517567	11.5973084155786	12.1455763287601	13.2870738498472	5.73797470384909	10.676322613103	7.82718962374104	11.4778372562919	10.979703237928	3.86282790040715	14.781467975011	19.3453296236323	8.36389724338892	1.93647035065592	18.0608057399945	5.69299555015504	0	2.53737429319505	9.33969804029887	36.6201732953845	15.3261696250913	36.5167737251648	21.4161419452818	10.9617511861804	11.5080723184883
"IGFBP2"	"Endogenous"	"IGFBP2"	"NM_008342.3"	113.444176830296	206.581338181181	129.84953269624	214.12320432258	224.964358248751	180.547885842042	139.376982812658	165.976000396789	176.739570181015	259.037826593066	189.096357945807	208.56768296606	239.728872543582	248.57596955249	228.906358103562	300.402887423625	189.659407400379	213.081515140925	218.499475648215	255.522742622919	226.576739117846	244.498046589285	223.109699479174	271.880345407959	294.167374091918	289.968764561398	276.149715012891
"IGFBP3"	"Endogenous"	"IGFBP3"	"NM_008343.2"	32.8242418546296	54.1057562928537	45.8259779541497	59.5066601355145	57.8022008237064	64.8721840904307	47.6356096785026	60.4325300583616	65.193658492249	49.0818862694727	78.5074459568493	56.6688573918653	38.8829756073579	78.7754955311139	53.474855146606	38.1142178746521	58.7604740825216	54.903830707287	64.7235242015373	54.368522926602	39.8058684353207	70.8857568053682	62.4070298639319	76.01835218941	69.405779672641	62.0919957187429	68.7072746299586
"IGFBP4"	"Endogenous"	"IGFBP4"	"NM_010517.3"	426.657257540357	444.007601407291	451.939825874252	564.732551000293	464.293438262582	354.061438469459	529.458411887018	647.706554298612	345.651950738288	467.426931541109	467.036632325136	447.824631402666	496.811620621948	415.546435673509	384.288546436865	547.617495504265	461.357193362655	489.599541261952	430.604236264322	460.379187221623	447.787628507787	480.549844102506	530.076908236415	512.181614398784	588.787301911781	502.695831320331	590.363999710568
"IGFBP5"	"Endogenous"	"IGFBP5"	"NM_010518.2"	261.710723911982	226.185341566823	157.857384276937	201.057017489871	236.010315787851	182.89266358025	271.571244887858	239.856429633688	234.106039049523	233.968460584278	198.882987325361	188.357967975502	183.492021401439	155.185708840733	191.313893184214	163.228928061806	151.159721130421	184.961037908278	197.288999586604	183.946394510119	206.707497555875	311.506298786587	310.366227121826	322.903217590943	178.141794270075	179.50218686759	257.083314242401
"IL-10"	"Endogenous"	"IL-10"	"NM_010548.1"	1832.40945705859	906.879903568285	1071.61354209717	0	0	0	509.9543404333	732.895212500342	967.122030147125	0	0	0	87.0859908720516	0	0	0	2183.94315618421	3166.9033111202	796.484948327108	0	0	0	0	0	0	0	0
"IL-1b"	"Endogenous"	"IL-1b"	"NM_008361.3"	1.31760059977148	20.3433060175812	21.3191078210401	0	3.30881029748022	0	15.8511969391103	23.492315439912	1.45313752724016	0	0	4.51475419042515	6.74763209756206	0	0	4.95128264432227	11.4608595222874	17.4098610637579	6.3947150321078	0	0	0	0	1.95289256895022	0	0	0
"IL-4"	"Endogenous"	"IL-4"	"NM_021283.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	8.02529802220728	0	0	0	0	0	0	0	0	0	0	0.154910040755642	0	0
"IL-6"	"Endogenous"	"IL-6"	"NM_031168.1"	0	0	0	0	0	4.68955547641668	0	0	0	0	0	1.25512274033514	0	0	0	0	0	0	0	0	0	0	0	1.95289256895022	0	0	0
"ITM2b"	"Endogenous"	"ITM2b"	"NM_008410.2"	4897.82031797243	5531.24647998141	5038.22552221334	4720.86881270473	4864.2665246707	4362.84977822631	5099.19011619147	5069.97796147872	5384.34013302224	5104.47622547897	4375.81640651893	4725.76494650079	5349.24849060112	4069.08663503345	4468.08331884199	4085.49972212173	4581.92361528446	4493.25248726004	4916.61992329499	4223.07376301347	4185.85427436655	5954.66717417523	5739.73102986492	6047.34029670115	5282.05237889376	5426.98024611687	5421.78995495276
"ITM2b-2"	"Endogenous"	"ITM2b-2"	"NM_021999.2"	0	0	0	0.708819388320414	2.5724131282069	0	0	5.39914909618158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0702175514018868	0	0.306993466273336	0	0	0
"Il10rb"	"Endogenous"	"Il10rb"	"NM_008349.5"	132.904161134767	170.640665307504	147.354439934175	106.327162952725	88.730881933186	102.388627901764	150.212578064723	158.437181086901	106.624997119505	92.9532767848504	85.358086522537	110.778739463359	191.525857278888	107.075574534677	114.87588118154	95.3956514543128	132.459873513584	141.608635507948	223.802094663618	91.3907719504641	87.4920481840505	95.2523939680232	109.487890102772	87.5396459081482	63.9386057543342	73.4542722815346	87.7736754004487
"Il12a"	"Endogenous"	"Il12a"	"NM_008351.2"	6.87759611533468	0	0	7.24191280467531	11.4091791594868	7.81592579402779	5.73797470384909	15.9534961300243	4.6401635754906	0	0	9.07823822055117	0	0	0.845404259519403	0	4.86091330458025	1.00624934471391	0	1.30329932573299	4.04123362377334	0	1.51578395503141	3.5987916716271	1.97730134685789	5.28061290478459	12.2707283493079
"Il1a"	"Endogenous"	"Il1a"	"NM_010554.4"	0	0.739302631939131	0	0.708819388320414	0	1.56318515880556	0	2.38362137222651	11.0142156719915	0	0	0	0	0	0	0	0	4.52130899879476	0	0	0	0	0	0	0	0	0
"Il1r1"	"Endogenous"	"Il1r1"	"NM_001123382.1"	47.6508965627982	50.8384223952467	31.8220521638014	30.1077397619175	38.6558744225999	42.9875918671529	53.4145938129376	41.5854817836424	46.0715022027464	50.6487216450219	30.5529619970356	27.3321743410552	34.8660576686334	61.7954481289763	40.9440335068235	57.7104977834834	34.5606712842622	31.4700996800813	38.2104291245239	48.1981480892916	29.2089396022696	64.0326401033714	51.7353682097947	62.8511593679949	37.8176637002021	39.3674425931596	59.5554022601234
"Il1rn"	"Endogenous"	"Il1rn"	"NM_031167.5"	0	0	0	0	0	0	0	1.62973944123774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Il6ra"	"Endogenous"	"Il6ra"	"NM_010559.2"	19.8509189849822	23.6106399151882	14.3171449258659	26.84119305374	27.6099168835	25.0109625408889	19.4630620231321	25.0000793018895	20.5752938167428	31.8466971384315	28.5956361211249	22.7686903109292	26.8322217911844	10.8553059225636	10.8700615713454	18.5179379658208	18.0608057399945	27.9550400260004	59.4209051861346	27.2188736424365	11.9889302485616	30.5285140047207	46.7134097843184	51.3298656492568	22.0236057139826	23.5865029226156	21.4226007191432
"Il7"	"Endogenous"	"Il7"	"NM_008371.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0682318561942716
"Il8rb"	"Endogenous"	"Il8rb"	"NM_009909.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36528222149476	0	0	0	0	0	0	0	0	0	0	0	0	0.0682318561942716
"Itgb2/MAC-1"	"Endogenous"	"Itgb2/MAC-1"	"NM_008404.4"	60.6242194324457	67.1750918832818	52.8279408493239	20.3080996373851	26.8735197142267	25.0109625408889	51.2474747625245	78.5256964020921	77.9417626852508	24.7959379484601	48.1688948802325	29.2879532111092	83.0690729333271	19.3453296236323	8.36389724338892	20.025344112654	53.260518901099	59.5905769127281	1.09209601670512	6.23959919558126	6.6904658320361	78.5003309186979	76.2174155339918	108.936334242948	25.6683883261871	24.8489780962591	27.5238489657
